identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
1521,Node,eMMC Storage,AMD Ryzen,834051f0-faad-472a-ab8f-8c65bacc1e85,32,NVIDIA GeForce RTX,DDR3,8196,30,64,7.5,2049,PrimeServer Rack IX Rack Server,china,8,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1521
1522,Node,M.2 SSD,AMD Ryzen,6253a9da-6008-4196-89e5-9e85798c4086,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1522
1523,Node,Flash Storage,AMD EPYC,86b39541-7bb1-4289-b498-24da70712613,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1523
1524,Node,SSD,Intel Xeon,b521ba42-386c-40e6-a414-6c4eb86898c9,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1524
1525,Node,NVMe,Intel Core i9,b5407853-2bd1-4695-8752-efb2c656c9dd,4,AMD Radeon Pro,DDR5,4,4,4,2,2,ThinkSystem SR650 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1525
1526,Node,NAS Storage,Intel Xeon,16353fee-4231-4579-940e-a4a813ea8695,30,AMD Radeon VII,DDR4,4096,28,48,7,1024,ThinkSystem SR530 Rack Server,china,7.5,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1526
1527,Node,NAS Storage,Intel Xeon,e9196e3b-9d45-4fe6-a9ba-833c889fbfa0,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1527
1528,Node,SSD,Intel Xeon,bc4f8d7b-0fa0-44ed-bd2b-5442c0ae5528,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1528
1529,Node,M.2 SSD,AMD Ryzen,2747b503-80f9-4e5f-8f22-ea8aef2914b7,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1529
1530,Node,External HDD,Intel Xeon,66fc1de4-e64b-4054-ada3-29d07b34eb00,18,NVIDIA Tesla V100,DDR6,64,16,16,3.2,12.8,ThinkSystem SR630 Rack Server,china,3.6,3.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1530
1531,Node,SSD,Intel Xeon,03f71255-6279-4812-9fd2-dfce21ce2300,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1531
1532,Node,NVMe,Intel Core i9,82244928-679b-4310-a42b-ec15e2edcb4a,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1532
1533,Node,HDD,AMD Ryzen,2d277a49-25dc-4c90-aa26-31ad8beee629,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1533
1534,Node,External HDD,Intel Xeon,086becd3-a6eb-434f-a608-c14eedb83d91,18,NVIDIA Tesla V100,DDR6,64,16,16,5.333333333333333,21.333333333333332,ThinkSystem SR630 Rack Server,china,6,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1534
1535,Node,USB Flash Drive,Intel Core i9,48cce826-a8b2-434d-91cb-cfa32a39f2ff,22,NVIDIA GeForce GTX,DDR3,256,20,20,6.666666666666667,85.33333333333333,Precision 7920 Tower Workstation,china,7.333333333333333,6.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1535
1536,Node,M.2 SSD,AMD Ryzen,c8d529b3-69b7-44cf-b340-2826ff3e4f86,24,NVIDIA Quadro RTX,DDR5,512,22,22,11,256,SuperServer 6019U Rack Server,china,12,11,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1536
1537,Node,Flash Storage,AMD EPYC,53b167a1-b54b-417f-ab6c-1481609b977a,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1537
1538,Node,External HDD,Intel Xeon,2e09bf5b-22b9-4f6f-be84-7628c97164ec,18,NVIDIA Tesla V100,DDR6,64,16,16,3.2,12.8,ThinkSystem SR630 Rack Server,china,3.6,3.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1538
1539,Node,NAS Storage,Intel Xeon,d524f4dd-f5b3-4ddb-9c0d-160451dd12b1,30,AMD Radeon VII,DDR4,4096,28,48,28,4096,ThinkSystem SR530 Rack Server,china,30,48,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1539
1540,Node,USB Flash Drive,Intel Core i9,71985b33-a3b3-4bf5-86f5-4bdc7acf4833,22,NVIDIA GeForce GTX,DDR3,256,20,20,4,51.2,Precision 7920 Tower Workstation,china,4.4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1540
1541,Node,HDD,AMD Ryzen,6b639cc4-6f18-4ef5-a042-d10a18125a0e,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1541
1542,Node,Cloud Storage,AMD EPYC,b39d9f14-aef6-4e39-90bf-95d80d07d693,20,AMD Radeon Pro WX,DDR4,128,18,18,3,21.333333333333332,PrimeServer Pro Rack III Rack Server,china,3.3333333333333335,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1542
1543,Node,USB Flash Drive,Intel Core i9,fb2f15ca-b189-4e66-a37b-1296de2ac165,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1543
1544,Node,M.2 SSD,AMD Ryzen,3c16b70e-8d53-4d88-9f9e-77971131d8ff,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1544
1545,Node,HDD,AMD Ryzen,6eb261eb-613b-4223-aee1-3602b603a5de,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1545
1546,Node,Cloud Storage,AMD EPYC,bcb153bf-41cd-4bad-a656-95e876173df3,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1546
1547,Node,Hybrid Drive,AMD Ryzen Threadripper,da20df6e-eb3f-4892-a042-8db2b77ad4ff,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1547
1548,Node,SSD,Intel Xeon,4371766d-c4ce-4092-aee6-d26c364b8ea1,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1548
1549,Node,External SSD,AMD EPYC,e3826b91-b0bf-4643-8598-0ed22eef182d,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1549
1550,Node,SSD,Intel Xeon,c5d820b9-0fe9-4678-bc71-22ebdb6dfe0b,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1550
1551,Node,Flash Memory,Intel Core i5,9afb2fd8-002a-46f4-9d06-a76a271bd4d7,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1551
1552,Node,SATA HDD,Intel Core i7,684944f5-0934-4f91-8549-ffb919e40280,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1552
1553,Node,NAS Storage,Intel Xeon,08e5f887-370d-4069-82ba-9dd8b787491e,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1553
1554,Node,NVMe,Intel Core i9,f97f78db-d7da-49f7-92f5-48dde5948fbe,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1554
1555,Node,Cloud Storage,AMD EPYC,22d8be44-efef-4593-a828-af54a7f40210,20,AMD Radeon Pro WX,DDR4,128,18,18,3,21.333333333333332,PrimeServer Pro Rack III Rack Server,china,3.3333333333333335,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1555
1556,Node,Flash Memory,Intel Core i5,f4bbf88b-bdc9-46e7-8766-76878bd1fd80,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1556
1557,Node,External HDD,Intel Xeon,f4ec49d6-d2fb-42a5-9592-defea7656d94,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1557
1558,Node,HDD,AMD Ryzen,9e6086ca-897e-434a-b6fa-cb9cf765d86d,2,NVIDIA Quadro,DDR3,2,2,2,2,2,ProLiant DL360 Gen10 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1558
1559,Node,External SSD,AMD EPYC,f0d7ec5e-c5ea-4856-b6b8-29b42589165c,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1559
1560,Node,USB Flash Drive,Intel Core i9,bdea339c-0ed6-4108-a42d-6072e2f9e5ae,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1560
1561,Node,Hybrid Drive,AMD Ryzen Threadripper,7c2b868e-7e22-4d1c-9054-787a4b2aa3e6,12,NVIDIA GeForce RTX,DDR4,24,10,10,1.6666666666666667,4,SuperServer 10210U Rack Server,china,2,1.6666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1561
1562,Node,Fusion Drive,AMD Ryzen,7768f916-8e08-419c-ba8e-137e74f5fb60,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1562
1563,Node,SSD,Intel Xeon,69cfc95a-c8e4-4559-8ab1-02f3cc00ce4e,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1563
1564,Node,eMMC Storage,AMD Ryzen,ee618eeb-4f42-40bc-9a8e-00b650dfe7c0,32,NVIDIA GeForce RTX,DDR3,8196,30,64,6,1639.2,PrimeServer Rack IX Rack Server,china,6.4,12.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1564
1565,Node,Flash Storage,AMD EPYC,66a60197-5fda-4fb0-a95d-71101f593d10,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1565
1566,Node,USB Flash Drive,Intel Core i9,ad4c318d-37dd-4b7d-8689-816344c09c42,22,NVIDIA GeForce GTX,DDR3,256,20,20,6.666666666666667,85.33333333333333,Precision 7920 Tower Workstation,china,7.333333333333333,6.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1566
1567,Node,Fusion Drive,AMD Ryzen,0c2695d2-5672-4b68-8b73-7b56ea653109,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1567
1568,Node,Flash Storage,AMD EPYC,bf959c83-61b0-4ed3-b65b-6ff8e89627cd,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1568
1569,Node,Flash Storage,AMD EPYC,41f88134-d7d7-4c3a-ae6f-5411ff487aa2,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1569
1570,Node,NAS Storage,Intel Xeon,09450f46-2f96-4e8b-9eed-2705dc113e7a,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1570
1571,Node,Flash Memory,Intel Core i5,909cd70a-2e58-4946-999c-745f7dc3e1b9,14,NVIDIA Quadro RTX,DDR3,32,12,12,2,5.333333333333333,PowerEdge R640 Rack Server,china,2.3333333333333335,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1571
1572,Node,Cloud Storage,AMD EPYC,a108c6c3-236c-4396-b898-7f0a3f87d93a,20,AMD Radeon Pro WX,DDR4,128,18,18,6,42.666666666666664,PrimeServer Pro Rack III Rack Server,china,6.666666666666667,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1572
1573,Node,NVMe,Intel Core i9,d9597420-1575-4d37-af0d-aa1ae57e4edd,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1573
1574,Node,Flash Storage,AMD EPYC,99bf326a-cf28-4482-9281-648d72a81a96,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1574
1575,Node,NAS Storage,Intel Xeon,d7c4092f-6476-4545-8a72-bc29046d4cbf,30,AMD Radeon VII,DDR4,4096,28,48,7,1024,ThinkSystem SR530 Rack Server,china,7.5,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1575
1576,Node,SATA SSD,Intel Core i7,642de973-28b2-46f8-967a-12f2aa41f172,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1576
1577,Node,Cloud Storage,AMD EPYC,6345ea0b-3a8d-48b3-84fa-bc6a431de3cb,20,AMD Radeon Pro WX,DDR4,128,18,18,18,128,PrimeServer Pro Rack III Rack Server,china,20,18,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1577
1578,Node,HDD,AMD Ryzen,f59b612d-66b6-4e74-b30d-bd7d03a90326,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1578
1579,Node,NVMe,Intel Core i9,72d32dcb-1a02-438c-bf57-cc29dc6d7bbc,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1579
1580,Node,M.2 SSD,AMD Ryzen,821d9960-df4c-4564-ae9f-b534b6657ea3,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1580
1581,Node,SATA SSD,Intel Core i7,6fcfa9fb-a22f-42fa-b4f0-6c3e1a0050ce,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1581
1582,Node,M.2 SSD,AMD Ryzen,fcfb8bd6-1741-4af8-9129-99059a655e65,24,NVIDIA Quadro RTX,DDR5,512,22,22,3.6666666666666665,85.33333333333333,SuperServer 6019U Rack Server,china,4,3.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1582
1583,Node,Fusion Drive,AMD Ryzen,87837d32-e8cd-429d-bf28-96801c8a6662,16,AMD Radeon RX,DDR5,48,14,14,2.8,9.6,ProLiant DL380 Gen10 Rack Server,china,3.2,2.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1583
1584,Node,Fusion Drive,AMD Ryzen,01594a72-743c-40c3-b037-c37f100cdd46,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1584
1585,Node,NVMe,Intel Core i9,d9f57104-7fb9-4be1-9284-d27548a86cff,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1585
1586,Node,SSD,Intel Xeon,2df52b62-b5c4-46c7-92ab-09ea9a465827,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1586
1587,Node,NAS Storage,Intel Xeon,cb724351-8aa6-418c-a8b5-ad459ce475db,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1587
1588,Node,Hybrid Drive,AMD Ryzen Threadripper,eff58eb6-dc0e-4025-84a9-4ad011cacc61,12,NVIDIA GeForce RTX,DDR4,24,10,10,10,24,SuperServer 10210U Rack Server,china,12,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1588
1589,Node,SATA SSD,Intel Core i7,3e13d6d1-d1e4-47c9-a8e0-38cfe8268ae1,10,AMD Radeon,DDR7,16,8,8,1.6,3.2,Precision 7920 Rack Workstation,china,2,1.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1589
1590,Node,External SSD,AMD EPYC,9c031b25-5355-43b4-b502-f82dbbd5f908,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1590
1591,Node,Hybrid Drive,AMD Ryzen Threadripper,6c272e41-2c8d-45c0-885e-7c93b789bd90,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1591
1592,Node,HDD,AMD Ryzen,1099a055-27a9-47b0-96f4-ff0b4e442a7d,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1592
1593,Node,NAS Storage,Intel Xeon,9e83f5b2-8897-4932-bae5-1e9aea2d203c,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1593
1594,Node,Flash Storage,AMD EPYC,d7dbffb2-bde5-4e79-af44-491722dc6929,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1594
1595,Node,USB Flash Drive,Intel Core i9,f85d3846-7ca3-487b-aa08-9af6e30a1a3f,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1595
1596,Node,Fusion Drive,AMD Ryzen,3e93ac42-2a00-4e60-b1d0-c84e6560d23f,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1596
1597,Node,Flash Storage,AMD EPYC,5fb9d127-ff58-4b4b-b564-16fb53a053d8,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1597
1598,Node,Flash Storage,AMD EPYC,7d455088-860b-4df9-a230-86becd3e18ee,8,NVIDIA Tesla,DDR6,8,6,6,1,1.3333333333333333,PrimeServer Rack V Rack Server,china,1.3333333333333333,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1598
1599,Node,Hybrid Drive,AMD Ryzen Threadripper,e83e8876-263c-4cba-bf60-5786c0656d01,12,NVIDIA GeForce RTX,DDR4,24,10,10,1.6666666666666667,4,SuperServer 10210U Rack Server,china,2,1.6666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1599
1600,Node,Flash Storage,AMD EPYC,9e50e740-aa6e-48a8-84d1-cec6a176fe2d,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1600
1601,Node,SSD,Intel Xeon,ecb88f44-d98e-4a39-bc0e-b0312f718085,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1601
1602,Node,External SSD,AMD EPYC,9607d96c-c5fc-4dc9-9a43-2e11018fdad3,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1602
1603,Node,NAS Storage,Intel Xeon,3970f44c-70ca-4f67-a8d8-d36ec12e778f,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1603
1604,Node,Flash Storage,AMD EPYC,80c7376b-68bd-413b-a2d0-2d4115cb36c8,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1604
1605,Node,HDD,AMD Ryzen,de5a9617-cdde-4456-a299-b0a8d4e1523b,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1605
1606,Node,SSD,Intel Xeon,7eb396a0-3094-4737-bc05-b4463c63e3ae,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1606
1607,Node,Cloud Storage,AMD EPYC,41cf1753-f880-4acd-9092-9357c78b0a82,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1607
1608,Node,SATA SSD,Intel Core i7,355f20e9-b92a-4973-aaa8-7d64ce25e709,10,AMD Radeon,DDR7,16,8,8,8,16,Precision 7920 Rack Workstation,china,10,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1608
1609,Node,Cloud Storage,AMD EPYC,d969c1b1-af9a-4a35-905a-7c0cca0aaed1,20,AMD Radeon Pro WX,DDR4,128,18,18,4.5,32,PrimeServer Pro Rack III Rack Server,china,5,4.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1609
1610,Node,Hybrid Drive,AMD Ryzen Threadripper,1c79de12-8437-4b08-b4ae-8ddb3ec37db3,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1610
1611,Node,External HDD,Intel Xeon,dd79f501-83bb-4fe5-a20b-912271f9a413,18,NVIDIA Tesla V100,DDR6,64,16,16,3.2,12.8,ThinkSystem SR630 Rack Server,china,3.6,3.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1611
1612,Node,HDD,AMD Ryzen,04a10144-d252-4814-bfe9-1610f151d176,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1612
1613,Node,Flash Memory,Intel Core i5,38cfd80b-cd1e-4622-82ae-0300afc05ea4,14,NVIDIA Quadro RTX,DDR3,32,12,12,6,16,PowerEdge R640 Rack Server,china,7,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1613
1614,Node,Fusion Drive,AMD Ryzen,25122bfb-d7bc-4844-a6c3-e44ea03cbe5a,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1614
